-1.505334946505248350e+00,2.453394467917350941e+00,-4.075386859602164513e+00,5.064565783268889509e-01,2.099745337422678215e+00,-6.931051216666356041e+00,-1.684523210807361560e-01,-3.106987442714972958e-01,-1.844072743989196364e-02,-4.934232276206866885e+00
4.947293929707031745e-01,2.499595518616668954e+00,1.114844848302054547e+00,4.242375181382709304e-01,-1.877947786712589995e+00,-1.296793631900456045e+00,-1.740021338726361888e+00,2.978777628372140551e+00,-1.480376173725174382e+00,-2.461168864734006589e-01
-8.924493535670069422e-01,-2.503451927888566075e+00,-3.745577828725784042e-01,3.173975258796152943e+00,1.820950518996393930e+00,2.757170293236594905e+00,-6.720514295109199232e-02,-4.549205639610634400e+00,1.550991201503685524e+00,8.428226497364994796e-02
4.573883963197185487e+00,-1.473755704100576658e+00,9.242706363257953417e-02,-8.926119613408386444e-01,1.798936655951111074e+00,-3.317332088040844340e+00,-4.016657875646197917e-01,-7.735835561178713293e-01,3.035257135242739324e+00,-2.862595837282968070e+00
2.326698983166912260e+00,-4.985710132448632481e-01,2.425490199400339719e+00,2.492706609842124887e+00,3.100588622237636649e-01,2.292304882238005881e+00,-2.231740989388898644e+00,-1.538371601657575471e+00,4.581249037932121349e-01,2.881810540314638236e-01
-3.048861303353048724e-01,3.676996401114873692e+00,3.147710929821172066e+00,1.083265704626479087e+00,-1.188732956600313528e+00,-1.645167969891764836e-01,-7.070295602301273075e-01,3.325256419368713412e-01,6.326540970139145070e-01,-5.891557638479840708e-01
-1.816368613124121900e+00,1.571672065724219136e+00,-1.180649848737412438e-01,1.230818451438882688e+00,-2.509804064087091113e+00,-6.132348049596452189e-01,-8.732753262345233081e-01,2.724032333100069536e+00,-1.377786891320052831e+00,3.948093718548598141e-01
-3.784381967154542892e+00,4.127934322482465501e-01,8.344544455260863858e-01,1.529938001622224153e+00,-1.080617581773109237e-01,2.265268308726444690e+00,2.144918494507543905e+00,-2.995563103348083622e+00,2.058100308410083734e+00,6.329190221516239889e-01
3.451410652788322153e+00,3.622552758556564778e-01,1.598399400916377333e+00,2.768756406854749663e+00,4.084816484040414974e-01,6.538056441551726161e-01,-4.110569385613323412e+00,7.446779420976577107e-03,-1.500751143178457481e+00,-5.362309125081767824e-01
7.755437181531661395e-01,4.120542929053521597e+00,-3.841137384461967841e-01,5.595614485294924112e-01,-1.875216446285723482e+00,-6.197296462614413137e+00,-2.239844748979768152e+00,4.389052929414691384e+00,-8.248389656771007994e-01,-3.324509346241319552e+00
-3.837486005693099944e+00,2.724936720681192082e+00,-3.462875596337589568e-01,1.642939529897289308e+00,-1.638356182498320823e+00,-2.817351024995496944e-01,-7.804064086554325652e-02,1.005145745460086726e+00,-1.372245332106934779e+00,9.827956882152968920e-02
3.589084331795283855e+00,-4.330456439992699913e+00,6.304947813732205697e-01,-1.602510826865570559e+00,-5.598145287320461794e-01,-1.686581808702301011e-01,1.313178607934531783e+00,3.718835381740721591e-01,3.953591771781264530e+00,2.104913166236856148e-01
1.404213537873723050e+00,-3.547807786090084181e-01,3.531386438447968179e-01,-1.937542014396673284e+00,6.789715734568628758e-01,-3.821313704936168398e-01,7.909327185162142726e-01,-3.556816489428385464e-02,6.301275490373899890e-01,-7.993852993221993442e-02
-3.386923809837240062e-01,8.325899728251926479e-01,-2.974776761874757883e-02,-2.710800678997439039e+00,2.843323752763216028e-01,-3.531706284922673245e+00,3.207725718838790208e+00,-2.183742936109660249e-01,3.785010708887029285e+00,-2.099053863766103589e+00
